201,233,76
202,756,49
203,325,52
204,647,68
205,391,95
206,72,79
207,662,55
208,968,37
209,565,81
210,809,62
211,791,77
212,424,91
213,890,35
214,191,71
215,338,62
216,152,92
217,359,5
218,641,14
219,881,89
220,43,48
221,764,57
222,612,78
223,228,94
224,117,90
225,633,46
226,550,71
227,817,66
228,163,89
229,595,86
230,479,11
231,606,67
232,181,23
233,238,85
234,417,52
235,343,21
236,595,10
237,21,35
238,75,97
239,348,84
240,15,48
241,465,100
242,121,38
243,811,32
244,473,40
245,804,41
246,359,68
247,639,72
248,818,17
249,42,20
250,577,61
251,161,14
252,351,62
253,345,73
254,467,52
255,491,42
256,565,88
257,36,88
258,686,77
259,468,70
260,973,89
261,327,10
262,208,88
263,475,85
264,795,73
265,198,72
266,992,98
267,249,72
268,929,85
269,102,63
270,547,38
271,106,62
272,702,7
273,888,96
274,459,39
275,191,97
276,817,64
277,256,69
278,955,76
279,917,41
280,167,37
281,171,21
282,607,95
283,929,65
284,490,12
285,399,87
286,33,88
287,720,80
288,804,11
289,103,80
290,127,23
291,543,54
292,350,51
293,367,80
294,804,36
295,93,62
296,822,43
297,595,52
298,83,51
299,614,64
300,336,39
301,609,71
302,639,9
303,786,97
304,628,42
305,447,77
306,354,12
307,365,20
308,778,24
309,217,59
310,595,39
311,535,26
312,966,31
313,227,87
314,672,46
315,373,34
316,898,19
317,633,55
318,784,99
319,294,94
320,674,56
321,283,11
322,306,55
323,920,20
324,988,25
325,355,56
326,458,42
327,331,41
328,364,96
329,491,9
330,466,73
331,13,31
332,711,60
333,93,32
334,131,53
335,564,85
336,555,99
337,665,95
338,369,83
339,830,56
340,967,33
341,200,13
342,676,66
343,121,41
344,492,18
345,203,40
346,352,93
347,556,23
348,572,8
349,218,75
350,702,13
351,897,51
352,70,84
353,433,15
354,890,57
355,221,31
356,419,23
357,176,84
358,73,88
359,241,39
360,19,70
361,609,33
362,388,86
363,59,69
364,77,71
365,314,80
366,475,16
367,694,75
368,549,40
369,249,6
370,903,20
371,188,9
372,101,39
373,996,43
374,890,34
375,123,46
376,770,77
377,990,33
378,89,23
379,505,70
380,497,57
381,193,100
382,409,95
383,238,83
384,357,71
385,559,15
386,348,5
387,512,5
388,524,23
389,835,34
390,291,42
391,508,42
392,622,92
393,322,88
394,682,82
395,812,81
396,826,61
397,620,33
398,729,37
399,674,32
400,258,99
401,905,90
402,749,18
403,615,23
404,403,16
405,533,69
406,726,77
407,897,48
408,500,42
409,667,66
410,311,52
411,449,42
412,127,80
413,502,6
414,982,33
415,155,62
416,968,94
417,298,73
418,872,39
419,455,12
420,334,98
421,286,89
422,670,92
423,838,30
424,394,25
425,930,77
426,550,17
427,33,25
428,581,39
429,422,62
430,328,79
431,902,22
432,324,35
433,695,54
434,977,33
435,910,20
436,323,12
437,667,7
438,563,28
439,953,93
440,293,58
441,650,29
442,880,14
443,900,61
444,519,51
445,968,23
446,634,44
447,574,33
448,170,24
449,938,98
450,238,18
451,17,10
452,558,61
453,405,90
454,698,58
455,217,42
456,513,91
457,233,9
458,741,30
459,956,58
460,63,38
461,698,41
462,8,48
463,834,100
464,426,7
465,338,98
466,673,17
467,562,12
468,81,65
469,630,77
470,640,65
471,127,49
472,395,98
473,670,32
474,968,26
475,108,73
476,227,66
477,810,16
478,688,56
479,169,74
480,80,83
481,697,12
482,891,92
483,738,75
484,589,20
485,136,57
486,618,27
487,421,19
488,670,44
489,478,19
490,967,40
491,926,72
492,402,98
493,235,38
494,650,61
495,550,37
496,13,87
497,684,41
498,435,38
499,847,10
500,579,88
501,928,68
502,616,82
503,856,72
504,275,5
505,427,13
506,103,55
507,671,38
508,976,93
509,803,42
510,695,25
511,176,33
512,56,78
513,865,71
514,729,55
515,35,63
516,230,52
517,494,64
518,88,73
519,356,78
520,231,57
521,41,6
522,768,96
523,109,9
524,80,78
525,577,94
526,538,66
527,747,96
528,403,95
529,160,8
530,658,31
531,242,54
532,903,62
533,602,73
534,131,22
535,37,94
536,844,78
537,264,66
538,845,11
539,66,40
540,270,79
541,867,25
542,677,33
543,377,79
544,330,53
545,880,37
546,506,84
547,110,23
548,482,47
549,356,93
550,446,61
551,715,6
552,188,67
553,59,20
554,120,88
555,946,52
556,209,37
557,688,24
558,887,24
559,708,71
560,693,97
561,453,13
562,914,82
563,412,9
564,968,47
565,744,68
566,783,88
567,109,27
568,706,32
569,333,96
570,755,90
571,674,49
572,1000,37
573,723,74
574,840,37
575,338,73
576,69,97
577,248,26
578,65,75
579,792,80
580,844,8
581,400,74
582,50,28
583,314,95
584,637,74
585,380,39
586,467,99
587,442,73
588,854,70
589,479,82
590,491,73
591,93,46
592,35,35
593,344,90
594,348,78
595,582,12
596,3,43
597,206,25
598,237,29
599,612,83
600,669,39
601,879,12
602,652,76
603,485,82
604,326,52
605,216,36
606,380,80
607,364,26
608,184,9
609,797,100
610,732,61
611,287,9
612,75,93
613,412,68
614,838,18
615,793,29
616,901,38
617,693,35
618,973,43
619,654,20
620,626,28
621,287,98
622,994,79
623,176,59
624,218,47
625,991,83
626,968,98
627,5,31
628,859,90
629,140,75
630,299,99
631,747,29
632,914,35
633,74,99
634,518,37
635,800,74
636,454,15
637,99,14
638,747,89
639,476,65
640,137,60
641,818,82
642,341,91
643,573,33
644,395,33
645,88,76
646,913,35
647,707,67
648,995,40
649,270,32
650,788,29
651,838,97
652,711,78
653,950,55
654,591,59
655,769,97
656,939,34
657,480,89
658,424,15
659,326,98
660,751,14
661,541,27
662,250,78
663,947,67
664,842,84
665,666,47
666,74,5
667,543,35
668,974,24
669,529,94
670,387,18
671,138,7
672,858,70
673,631,10
674,641,55
675,382,71
676,494,68
677,268,22
678,940,93
679,937,91
680,456,72
681,699,83
682,61,31
683,759,89
684,847,91
685,383,17
686,109,25
687,467,30
688,294,72
689,784,37
690,478,47
691,939,17
692,670,42
693,664,8
694,260,81
695,384,32
696,726,65
697,368,77
698,543,50
699,334,76
700,227,84
701,937,89
702,517,94
703,492,42
704,760,23
705,763,76
706,82,7
707,779,36
708,29,55
709,240,23
710,799,82
711,898,90
712,957,78
713,294,41
714,609,62
715,445,25
716,92,77
717,531,10
718,764,58
719,521,14
720,457,96
721,319,75
722,436,15
723,495,44
724,938,87
725,978,99
726,314,28
727,487,36
728,110,79
729,148,53
730,908,79
731,742,97
732,768,91
733,340,54
734,352,94
735,424,68
736,235,59
737,606,36
738,728,44
739,562,26
740,833,77
741,739,81
742,201,12
743,4,75
744,3,83
745,165,77
746,190,71
747,995,78
748,965,90
749,480,7
750,399,51
751,290,18
752,796,40
753,356,51
754,130,99
755,229,100
756,5,78
757,282,17
758,271,93
759,875,97
760,96,42
761,358,12
762,438,22
763,639,88
764,633,89
765,435,91
766,483,20
767,491,5
768,1000,47
769,93,47
770,395,97
771,161,40
772,814,90
773,950,5
774,20,28
775,359,7
776,528,18
777,68,17
778,407,17
779,192,75
780,464,94
781,837,51
782,389,52
783,776,60
784,214,69
785,577,35
786,941,6
787,803,96
788,74,35
789,995,22
790,641,33
791,273,14
792,5,66
793,967,43
794,943,87
795,394,88
796,312,20
797,284,55
798,581,19
799,696,96
800,505,80
801,1,65
802,256,7
803,523,54
804,680,7
805,169,71
806,614,92
807,156,51
808,737,75
809,290,26
810,179,90
811,682,70
812,135,51
813,192,75
814,971,87
815,612,20
816,490,74
817,554,41
818,562,26
819,301,49
820,426,68
821,878,60
822,60,19
823,11,41
824,883,53
825,269,37
826,235,76
827,657,11
828,379,36
829,320,60
830,757,9
831,435,51
832,433,47
833,808,63
834,612,84
835,689,25
836,559,94
837,130,55
838,1000,78
839,381,68
840,550,13
841,799,89
842,60,38
843,825,6
844,139,68
845,725,67
846,51,71
847,816,21
848,597,8
849,53,24
850,636,46
851,345,94
852,826,57
853,943,13
854,899,23
855,118,52
856,839,24
857,989,7
858,12,73
859,342,20
860,789,9
861,54,92
862,770,87
863,37,41
864,571,16
865,265,56
866,621,39
867,537,21
868,153,17
869,462,26
870,94,23
871,365,90
872,817,66
873,646,5
874,833,27
875,609,100
876,565,90
877,203,69
878,472,68
879,158,14
880,950,18
881,817,27
882,234,19
883,747,7
884,888,16
885,481,15
886,738,80
887,70,62
888,748,62
889,729,8
890,536,39
891,725,16
892,833,96
893,245,24
894,984,8
895,700,34
896,425,58
897,715,36
898,837,78
899,91,65
900,536,48
901,964,24
902,494,25
903,838,41
904,636,20
905,395,98
906,854,88
907,286,33
908,55,66
909,540,16
910,524,33
911,510,37
912,449,19
913,184,87
914,167,82
915,274,16
916,262,69
917,724,84
918,77,87
919,149,98
920,799,76
921,845,58
922,830,85
923,175,11
924,633,20
925,962,49
926,736,74
927,341,49
928,575,59
929,580,76
930,778,16
931,482,100
932,796,55
933,182,82
934,466,26
935,514,33
936,489,43
937,9,93
938,763,80
939,305,93
940,251,43
941,505,98
942,404,13
943,214,52
944,220,99
945,261,67
946,366,52
947,980,22
948,460,17
949,951,90
950,825,27
951,100,6
952,89,87
953,788,89
954,832,85
955,843,67
956,686,36
957,793,93
958,950,58
959,977,69
960,634,80
961,687,83
962,652,31
963,433,87
964,487,63
965,104,61
966,940,8
967,136,41
968,71,74
969,759,56
970,805,8
971,319,25
972,217,27
973,337,14
974,542,58
975,241,37
976,356,77
977,37,18
978,662,44
979,42,80
980,593,83
981,968,35
982,288,94
983,931,29
984,698,75
985,896,86
986,786,38
987,882,65
988,401,82
989,943,70
990,191,58
991,299,9
992,862,40
993,749,81
994,691,18
995,140,73
996,657,71
997,102,42
998,4,29
999,646,48
1000,70,66
